Region,Animal species,Production system,Commodity,Emission Intensity (kg CO2e per kg protein),Production (kg protein),Total GHG emissions (kg CO2e),Total CO2 emissions (kg CO2e),Total CH4 emissions (kg CO2e),Total N2O emissions (kg CO2e),"Feed, CO2 (kg CO2e)","Feed, CH4 (kg CO2e)","Feed: fertilizer & crop residues, N2O (kg CO2e)","Feed: applied & deposited manure, N2O (kg CO2e)","LUC: soy & palm, CO2 (kg CO2e)","LUC: pasture expansion, CO2 (kg CO2e)","Enteric fermentation, CH4 (kg CO2e)","Manure management, CH4 (kg CO2e)","Manure management, N2O (kg CO2e)","Direct energy, CO2 (kg CO2e)","Indirect energy, CO2 (kg CO2e)","Postfarm, CO2 (kg CO2e)"
Global,Cattle,Aggregated,Aggregated,160.3,29163104088,4.67463E+12,9.4493E+11,2.64873E+12,1.08097E+12,3.53473E+11,,1.74073E+11,7.41986E+11,46879544228,3.87006E+11,2.50928E+12,1.39452E+11,1.64913E+11,42155419009,15856531896,99559320145
Global,Cattle,Aggregated,Milk,86.7,18880885304,1.63752E+12,2.75691E+11,9.67644E+11,3.94183E+11,1.38234E+11,,71662075641,2.54389E+11,14974206675,,8.85635E+11,82009064082,68132782119,29934851371,3252888569,89295440332
Global,Cattle,Aggregated,Meat,295.4,10282218784,3.03711E+12,6.69239E+11,1.68108E+12,6.86789E+11,2.15239E+11,,1.02411E+11,4.87598E+11,31905337553,3.87006E+11,1.62364E+12,57443101251,96780187840,12220567639,12603643326,10263879813
Global,Cattle,Grassland systems,Aggregated,206.3,10338174726,2.13305E+12,5.62806E+11,1.05297E+12,5.17283E+11,1.11398E+11,,52536600648,4.26761E+11,8194329547,3.87006E+11,9.9691E+11,56055516254,37985075110,14173264181,4303271766,37730922654
Global,Cattle,Grassland systems,Milk,95,6940654476,6.59284E+11,92861399862,3.71346E+11,1.95077E+11,44040030066,,21561262084,1.58784E+11,2412100066,,3.36902E+11,34444278350,14731879958,10786045291,999843541,34623380899
Global,Cattle,Grassland systems,Meat,433.8,3397520251,1.47377E+12,4.69945E+11,6.81619E+11,3.22206E+11,67358197077,,30975338565,2.67977E+11,5782229481,3.87006E+11,6.60008E+11,21611237904,23253195152,3387218890,3303428226,3107541755
Global,Cattle,Mixed systems,Aggregated,138.7,17306165403,2.40005E+12,3.5297E+11,1.52235E+12,5.2473E+11,2.23528E+11,,1.10884E+11,2.96911E+11,36610357090,,1.44399E+12,78358668986,1.16936E+11,24819555695,9048642222,58963783602
Global,Cattle,Mixed systems,Milk,81.9,11940230829,9.78235E+11,1.8283E+11,5.96298E+11,1.99106E+11,94193989252,,50100813557,95604702158,12562106610,,5.48733E+11,47564785732,53400902161,19148806080,2253045028,54672059433
Global,Cattle,Mixed systems,Meat,265,5365934574,1.42181E+12,1.7014E+11,9.26049E+11,3.25624E+11,1.29334E+11,,60783048441,2.01306E+11,24048250481,,8.95255E+11,30793883254,63534820415,5670749615,6795597194,4291724169
Global,Cattle,Feedlots,Aggregated,93.2,1518763959,1.41528E+11,29153218433,73415166405,38959555745,18546529913,,10652737372,18314646099,2074857591,,68377186311,5037980093,9992172274,3162599133,2504617907,2864613889
Global,Cattle,Feedlots,Meat,93.2,1518763959,1.41528E+11,29153218433,73415166405,38959555745,18546529913,,10652737372,18314646099,2074857591,,68377186311,5037980093,9992172274,3162599133,2504617907,2864613889
Global,Buffaloes,Aggregated,Aggregated,179.4,3987894551,7.15386E+11,1.185E+11,4.41493E+11,1.55393E+11,79808171120,,51766613694,69403251485,2087726731,,4.32505E+11,8987310034,34223386388,4334879433,260006163,32008720893
Global,Buffaloes,Aggregated,Milk,139.7,3389287872,4.7354E+11,91504442108,2.81024E+11,1.01011E+11,53836633242,,31213310150,47984230396,1820641466,,2.75451E+11,5573639962,21813632388,3841924493,108562433,31896680474
Global,Buffaloes,Aggregated,Meat,404,598606679,2.41846E+11,26995062232,1.60468E+11,54382078633,25971537877,,20553303544,21419021089,267085265,,1.57055E+11,3413670072,12409754000,492954940,151443730,112040419
Global,Buffaloes,Grassland systems,Aggregated,219.8,584320530,1.28414E+11,19047318465,78256265233,31110724871,14250332296,,9849314542,17146235898,96863333,,76594377901,1661887332,4115174431,528954625,47314969,4123853242
Global,Buffaloes,Grassland systems,Milk,159.7,459117065,73317844988,13052689290,44194943331,16070212366,8467858858,,4265273745,9836342625,32689049,,43260205374,934737957,1968595996,448788712,15062349,4088290322
Global,Buffaloes,Grassland systems,Meat,440.1,125203465,55096463581,5994629174,34061321902,15040512505,5782473438,,5584040797,7309893273,64174284,,33334172527,727149375,2146578435,80165913,32252620,35562919
Global,Buffaloes,Mixed systems,Aggregated,172.5,3403574021,5.86971E+11,99452185875,3.63236E+11,1.24283E+11,65557838824,,41917299152,52257015586,1990863398,,3.55911E+11,7325422702,30108211957,3805924808,212691194,27884867651
Global,Buffaloes,Mixed systems,Milk,136.6,2930170806,4.00222E+11,78451752818,2.36829E+11,84940960568,45368774384,,26948036404,38147887771,1787952417,,2.3219E+11,4638902005,19845036392,3393135781,93500084,27808390152
Global,Buffaloes,Mixed systems,Meat,394.5,473403215,1.86749E+11,21000433057,1.26407E+11,39341566128,20189064440,,14969262748,14109127816,202910981,,1.23721E+11,2686520697,10263175565,412789027,119191110,76477500
Global,Sheep,Aggregated,Aggregated,189,1596763478,3.01853E+11,31456855301,1.77207E+11,93189765265,23797565261,,12181467643,74445678385,517590484,,1.719E+11,5306938879,6562619237,2168222508,1921312155,3052164892
Global,Sheep,Aggregated,Milk,164.9,523041669,86270072882,8876014095,47845777422,29548281365,6960754365,,3144107933,23915590099,271214827,,46514710456,1331066966,2488583333,23633410,1260575243,359836250
Global,Sheep,Aggregated,Meat,200.8,1073721810,2.15583E+11,22580841206,1.29361E+11,63641483900,16836810896,,9037359710,50530088285,246375657,,1.25385E+11,3975871913,4074035904,2144589098,660736912,2692328643
Global,Sheep,Grassland systems,Aggregated,236.7,754246615,1.78543E+11,17369196683,90391510842,70782252628,14038772212,,6223727155,61026335354,169923675,,87799668175,2591842667,3532190120,1004607454,770778571,1385114772
Global,Sheep,Grassland systems,Milk,221.9,241098657,53497985402,4814755760,24637302939,24045926703,4101423062,,1524709439,21291855870,76734063,,23959934299,677368640,1229361395,8263493,473578306,154756836
Global,Sheep,Grassland systems,Meat,243.7,513147958,1.25045E+11,12554440923,65754207903,46736325925,9937349150,,4699017716,39734479484,93189612,,63839733876,1914474027,2302828725,996343961,297200265,1230357936
Global,Sheep,Mixed systems,Aggregated,146.4,842516863,1.2331E+11,14087658618,86815290173,22407512637,9758793050,,5957740489,13419343031,347666809,,84100193961,2715096212,3030429117,1163615054,1150533585,1667050120
Global,Sheep,Mixed systems,Milk,116.2,281943012,32772087480,4061258335,23208474483,5502354662,2859331303,,1619398495,2623734230,194480764,,22554776157,653698326,1259221938,15369916,786996937,205079413
Global,Sheep,Mixed systems,Meat,161.5,560573851,90538373947,10026400283,63606815690,16905157974,6899461746,,4338341994,10795608801,153186044,,61545417804,2061397886,1771207179,1148245138,363536647,1461970707
Global,Goats,Aggregated,Aggregated,171.8,1284245384,2.20572E+11,26116769969,1.47076E+11,47378877515,21588000997,,10319733918,32823507375,150561118,,1.40306E+11,6770087144,4235636222,1161923938,1802552248,1413731669
Global,Goats,Aggregated,Milk,130.7,540428584,70644294542,7896848252,46789323442,15958122847,6345573862,,2613421554,11722706342,117949263,,44672034291,2117289152,1621994951,14030468,1105588034,313706625
Global,Goats,Aggregated,Meat,201.6,743816800,1.49927E+11,18219921717,1.00287E+11,31420754668,15242427135,,7706312363,21100801033,32611855,,95633792562,4652797992,2613641271,1147893470,696964213,1100025044
Global,Goats,Grassland systems,Aggregated,199.4,470376637,93777820107,8975791733,58300281183,26501747191,7263462499,,3361101268,21253796821,54928434,,56064729294,2235551889,1886849103,458156082,575901624,623343095
Global,Goats,Grassland systems,Milk,165.8,175841857,29155757209,2231533940,17052927041,9871296228,1718929272,,703976050,8453625199,40086591,,16436048763,616878278,713694979,5359060,312011493,155147523
Global,Goats,Grassland systems,Meat,219.4,294534780,64622062898,6744257793,41247354142,16630450963,5544533226,,2657125218,12800171622,14841843,,39628680531,1618673611,1173154123,452797022,263890131,468195571
Global,Goats,Mixed systems,Aggregated,155.8,813868747,1.26794E+11,17140978237,88775632814,20877130324,14324538498,,6958632650,11569710555,95632684,,84241097559,4534535255,2348787119,703767856,1226650624,790388574
Global,Goats,Mixed systems,Milk,113.8,364586727,41488537332,5665314312,29736396401,6086826620,4626644589,,1909445505,3269081144,77862672,,28235985528,1500410873,908299971,8671408,793576541,158559102
Global,Goats,Mixed systems,Meat,189.9,449282020,85305204042,11475663925,59039236413,14790303704,9697893909,,5049187145,8300629411,17770012,,56005112031,3034124382,1440487148,695096449,433074083,631829472
Global,Pigs,Aggregated,Meat,55,14884881272,8.19315E+11,3.73858E+11,2.54318E+11,1.91139E+11,2.29651E+11,34276874275,1.00503E+11,34780694008,88104131912,,29861285410,1.9018E+11,55855831336,17325384814,3849906742,34927532177
Global,Pigs,Backyard systems,Meat,50.6,3898979871,1.97127E+11,43509229132,93500590928,60116693314,43350038940,11174847295,26982707941,5867641714,,,12235522329,70090221303,27266343658,,159190193,
Global,Pigs,Intermediate systems,Meat,69.1,2620556683,1.8097E+11,84350086389,57765054810,38854770886,57788263342,16224535644,25225289664,5751042695,15542739207,,5038207637,36502311530,7878438527,1357180917,246690105,9415212817
Global,Pigs,Industrial systems,Meat,52.7,8365344718,4.41218E+11,2.45998E+11,1.03052E+11,92167916585,1.28512E+11,6877491336,48294857836,23162009599,72561392705,,12587555444,83587053008,20711049151,15968203897,3444026445,25512319360
Global,Chicken,Aggregated,Aggregated,33.8,23364080048,7.89759E+11,5.48726E+11,24213014415,2.1682E+11,2.65404E+11,3738375737,1.12274E+11,64590528831,1.65407E+11,,,20474638678,39955268775,55006666424,6144176713,56764149618
Global,Chicken,Aggregated,Eggs,31.4,9026864638,2.83468E+11,1.81305E+11,16090183487,86072493537,1.01425E+11,2388483212,46181137843,19628914514,51237036881,,,13701700275,20262441180,11446930471,427701597,16768670562
Global,Chicken,Aggregated,Meat,35.3,14337215410,5.06291E+11,3.67421E+11,8122830929,1.30747E+11,1.63979E+11,1349892525,66093011829,44961614317,1.1417E+11,,,6772938404,19692827595,43559735954,5716475116,39995479056
Global,Chicken,Backyard systems,Aggregated,30.4,962814384,29258163101,6865385749,4947369345,17445408007,6865385749,3738375737,4292736927,1300680138,,,,1208993608,11851990942,,,
Global,Chicken,Backyard systems,Eggs,28,708756224,19837080516,4725642167,3187931349,11923506999,4725642167,2388483212,2952298118,898162556,,,,799448138,8073046325,,,
Global,Chicken,Backyard systems,Meat,37.1,254058160,9421082585,2139743583,1759437995,5521901007,2139743583,1349892525,1340438809,402517581,,,,409545471,3778944617,,,
Global,Chicken,Layers,Aggregated,34.4,9218647724,3.16836E+11,2.13321E+11,14574444208,88940409856,1.16808E+11,,52530076390,22039115010,62229763028,,,14574444208,14371218455,14120935560,583062090,19578555896
Global,Chicken,Layers,Eggs,31.7,8318108414,2.63631E+11,1.7658E+11,12902252137,74148986538,96699237499,,43228839726,18730751958,51237036881,,,12902252137,12189394855,11446930471,427701597,16768670562
Global,Chicken,Layers,Meat,59.1,900539310,53204694251,36741078863,1672192071,14791423318,20109101799,,9301236664,3308363053,10992726147,,,1672192071,2181823601,2674005089,155360493,2809885335
Global,Chicken,Broilers,Aggregated,33.7,13182617940,4.43666E+11,3.2854E+11,4691200863,1.10434E+11,1.4173E+11,,55451336355,41250733683,1.03178E+11,,,4691200863,13732059378,40885730864,5561114623,37185593721
Global,Chicken,Broilers,Meat,33.7,13182617940,4.43666E+11,3.2854E+11,4691200863,1.10434E+11,1.4173E+11,,55451336355,41250733683,1.03178E+11,,,4691200863,13732059378,40885730864,5561114623,37185593721
East Asia and Southeast Asia,Cattle,Aggregated,Aggregated,184.4,2987340129,5.50812E+11,91772321213,3.34007E+11,1.25032E+11,75346156404,,37701330316,63482479459,1940060212,,3.25133E+11,8874030552,23848491231,3757553992,1647682004,9080868601
East Asia and Southeast Asia,Cattle,Aggregated,Milk,77.9,1735257848,1.35245E+11,31318144866,74880616750,29046456182,19247031224,,10026090788,14811861860,684620604,,72265899418,2614717333,4208503534,2568963173,279189516,8538340349
East Asia and Southeast Asia,Cattle,Aggregated,Meat,331.9,1252082280,4.15566E+11,60454176347,2.59126E+11,95985844824,56099125180,,27675239529,48670617599,1255439608,,2.52867E+11,6259313219,19639987696,1188590819,1368492488,542528252
East Asia and Southeast Asia,Cattle,Grassland systems,Aggregated,187.1,1054486254,1.97313E+11,27429558208,1.13746E+11,56137508124,21550034666,,9651029155,44244036736,235175594,,1.11189E+11,2557029647,2242442234,1312845683,279683846,4051818419
East Asia and Southeast Asia,Cattle,Grassland systems,Milk,76.1,767294817,58408628931,11743257786,31368334268,15297036877,6590157040,,3048981997,11639927230,123194131,,30352236212,1016098057,608127650,1082207924,54932607,3892766085
East Asia and Southeast Asia,Cattle,Grassland systems,Meat,483.7,287191437,1.38905E+11,15686300421,82377894257,40840471248,14959877626,,6602047158,32604109506,111981464,,80836962666,1540931590,1634314583,230637759,224751240,159052334
East Asia and Southeast Asia,Cattle,Mixed systems,Aggregated,189.2,1688002161,3.19406E+11,55835134781,2.06034E+11,57537098083,46055864332,,23634374167,14833560701,1586724023,,2.00058E+11,5976089243,19069163215,2220248475,1063704094,4908593856
East Asia and Southeast Asia,Cattle,Mixed systems,Milk,79.4,967963031,76836588867,19574887080,43512282482,13749419305,12656874185,,6977108791,3171934630,561426473,,41913663206,1598619276,3600375884,1486755249,224256909,4645574264
East Asia and Southeast Asia,Cattle,Mixed systems,Meat,336.9,720039130,2.42569E+11,36260247701,1.62522E+11,43787678778,33398990148,,16657265376,11661626071,1025297550,,1.58144E+11,4377469967,15468787331,733493226,839447185,263019592
East Asia and Southeast Asia,Cattle,Feedlots,Aggregated,139.2,244851714,34092281509,8507628224,14226958487,11357694798,7740257406,,4415926994,4404882022,118160594,,13886046825,340911661,2536885782,224459834,304294063,120456326
East Asia and Southeast Asia,Cattle,Feedlots,Meat,139.2,244851714,34092281509,8507628224,14226958487,11357694798,7740257406,,4415926994,4404882022,118160594,,13886046825,340911661,2536885782,224459834,304294063,120456326
East Asia and Southeast Asia,Buffaloes,Aggregated,Aggregated,389.5,251580533,97984094272,13565375587,65249079614,19169639071,11931916785,,5186009937,6452513492,11107425,,63739501387,1509578227,7531115643,249283934,72088109,1300979335
East Asia and Southeast Asia,Buffaloes,Aggregated,Milk,252.8,137733875,34820827373,5868770663,22240813356,6711243354,4414131589,,1781542346,2405104271,,,21742376263,498437093,2524596738,157236075,16983903,1280419096
East Asia and Southeast Asia,Buffaloes,Aggregated,Meat,554.8,113846658,63163266899,7696604925,43008266259,12458395716,7517785195,,3404467591,4047409221,11107425,,41997125124,1011141135,5006518905,92047859,55104206,20560239
East Asia and Southeast Asia,Buffaloes,Grassland systems,Aggregated,367.2,100233366,36806566339,5192328995,24227595970,7386641374,4539129346,,1937883417,2825498672,886751,,23712055166,515540804,2623259285,85086155,19065654,548161089
East Asia and Southeast Asia,Buffaloes,Grassland systems,Milk,257,57610087,14803406312,2540631045,9398881619,2863893648,1937709811,,773857050,1086060874,,,9204323843,194557776,1003975724,57309559,4995451,540616224
East Asia and Southeast Asia,Buffaloes,Grassland systems,Meat,516.2,42623279,22003160027,2651697950,14828714351,4522747726,2601419535,,1164026367,1739437797,886751,,14507731323,320983028,1619283561,27776596,14070202,7544865
East Asia and Southeast Asia,Buffaloes,Mixed systems,Aggregated,404.2,151347167,61177527933,8373046592,41021483644,11782997697,7392787439,,3248126520,3627014820,10220674,,40027446222,994037423,4907856357,164197778,53022455,752818246
East Asia and Southeast Asia,Buffaloes,Mixed systems,Milk,249.8,80123788,20017421061,3328139617,12841931737,3847349707,2476421778,,1007685296,1319043396,,,12538052420,303879317,1520621014,99926516,11988452,739802872
East Asia and Southeast Asia,Buffaloes,Mixed systems,Meat,577.9,71223379,41160106873,5044906975,28179551908,7935647990,4916365661,,2240441223,2307971423,10220674,,27489393802,690158106,3387235343,64271263,41034004,13015373
East Asia and Southeast Asia,Sheep,Aggregated,Aggregated,165.9,277016278,45957212959,6557199911,24627570909,14772442139,5831854237,,3124515767,11032020013,11113350,,23951815726,675755183,615906359,108142528,338173035,267916760
East Asia and Southeast Asia,Sheep,Aggregated,Milk,125.8,151136673,19013574392,2954032207,10068022609,5991519577,2557011453,,1383441930,4355317178,10927837,,9806701595,261321013,252760468,1284266,269902855,114905796
East Asia and Southeast Asia,Sheep,Aggregated,Meat,214,125879605,26943638567,3603167704,14559548301,8780922562,3274842784,,1741073837,6676702835,185513,,14145114131,414434169,363145890,106858263,68270181,153010964
East Asia and Southeast Asia,Sheep,Grassland systems,Aggregated,200,151840649,30364361627,3771341013,14195243320,12397777294,3393171523,,1726505324,10319408603,6919,,13831626296,363617024,351863368,61506908,167569895,149085768
East Asia and Southeast Asia,Sheep,Grassland systems,Milk,146.5,83053787,12168466401,1590429694,5662750793,4915285913,1393091592,,711032192,4062471050,,,5525830470,136920323,141782671,676597,130416785,66244720
East Asia and Southeast Asia,Sheep,Grassland systems,Meat,264.5,68786862,18195895226,2180911319,8532492527,7482491381,2000079931,,1015473131,6256937553,6919,,8305795825,226696701,210080696,60830311,37153110,82841048
East Asia and Southeast Asia,Sheep,Mixed systems,Aggregated,124.6,125175629,15592851332,2785858898,10432327589,2374664845,2438682714,,1398010443,712611410,11106431,,10120189431,312138158,264042991,46635620,170603141,118830991
East Asia and Southeast Asia,Sheep,Mixed systems,Milk,100.5,68082886,6845107991,1363602513,4405271815,1076233663,1163919861,,672409738,292846129,10927837,,4280871125,124400690,110977797,607669,139486070,48661076
East Asia and Southeast Asia,Sheep,Mixed systems,Meat,153.2,57092743,8747743341,1422256385,6027055774,1298431181,1274762854,,725600705,419765282,178594,,5839318306,187737468,153065194,46027951,31117071,70169915
East Asia and Southeast Asia,Goats,Aggregated,Aggregated,165.4,299380579,49513436563,9096476155,32937892320,7479068088,7666298303,,4047679645,2607992808,1672410,,31491634008,1446258312,823395635,646424807,448110644,333969990
East Asia and Southeast Asia,Goats,Aggregated,Milk,212.2,22300134,4731523782,624820676,3588818789,517884317,561136044,,209168716,220160434,1168227,,3401946143,186872646,88555167,1373040,52531321,8612044
East Asia and Southeast Asia,Goats,Aggregated,Meat,161.6,277080444,44781912781,8471655478,29349073532,6961183771,7105162259,,3838510928,2387832374,504183,,28089687865,1259385666,734840469,645051767,395579323,325357946
East Asia and Southeast Asia,Goats,Grassland systems,Aggregated,167.9,111197592,18674641086,3350706755,12330285658,2993648674,2825997456,,1401312862,1264307897,283079,,11879414099,450871559,328027915,245960382,151877249,126588588
East Asia and Southeast Asia,Goats,Grassland systems,Milk,185.1,6725605,1245036671,143246483,965764200,136025988,126007380,,50615741,59643142,137310,,928989935,36774265,25767105,511529,13373576,3216687
East Asia and Southeast Asia,Goats,Grassland systems,Meat,166.8,104471987,17429604415,3207460272,11364521458,2857622686,2699990076,,1350697121,1204664755,145769,,10950424164,414097294,302260809,245448853,138503673,123371901
East Asia and Southeast Asia,Goats,Mixed systems,Aggregated,163.9,188182987,30838795476,5745769400,20607606662,4485419414,4840300847,,2646366782,1343684911,1389331,,19612219909,995386753,495367720,400464425,296233395,207381402
East Asia and Southeast Asia,Goats,Mixed systems,Milk,223.9,15574529,3486487110,481574193,2623054588,381858329,435128664,,158552975,160517292,1030917,,2472956207,150098381,62788061,861511,39157745,5395357
East Asia and Southeast Asia,Goats,Mixed systems,Meat,158.5,172608458,27352308366,5264195207,17984552074,4103561085,4405172183,,2487813807,1183167619,358414,,17139263702,845288372,432579659,399602914,257075650,201986045
East Asia and Southeast Asia,Pigs,Aggregated,Meat,62.8,7291823033,4.57882E+11,1.94868E+11,1.47772E+11,1.15242E+11,1.42107E+11,31206390495,68691893267,15695758453,27601928496,,16654414817,99910745172,30854593530,6775203542,712533274,17671534391
East Asia and Southeast Asia,Pigs,Backyard systems,Meat,50.7,3087126686,1.56631E+11,38766718797,67118173985,50745702575,38640373617,10637014907,24246427459,4721317616,,,9597235686,46883923392,21777957500,,126345181,
East Asia and Southeast Asia,Pigs,Intermediate systems,Meat,73.3,2087774049,1.52946E+11,69959037304,50666560570,32320085733,50212563566,15059622794,22893832787,4459036177,10037432459,,3961148376,31645789400,4967216769,1081253886,186444443,8441342950
East Asia and Southeast Asia,Pigs,Industrial systems,Meat,70.1,2116922299,1.48306E+11,86142572889,29986815929,32176456941,53254192104,5509752795,21551633021,6515404659,17564496037,,3096030754,21381032380,4109419261,5693949656,399743650,9230191441
East Asia and Southeast Asia,Chicken,Aggregated,Aggregated,44.9,8309232863,3.73087E+11,2.56112E+11,8618131858,1.08357E+11,1.42587E+11,2424198229,68768935805,23735674013,68897294599,,,6193933629,15852169577,20802022409,1056222502,22769130760
East Asia and Southeast Asia,Chicken,Aggregated,Eggs,39.8,4596888703,1.831E+11,1.23491E+11,5694771947,53914300627,70692213480,1448444632,34587331838,10307560329,34786395764,,,4246327316,9019408460,7147990861,249953585,10614277431
East Asia and Southeast Asia,Chicken,Aggregated,Meat,51.2,3712344160,1.89987E+11,1.32621E+11,2923359911,54442478768,71894843390,975753597,34181603967,13428113685,34110898834,,,1947606313,6832761117,13654031548,806268917,12154853329
East Asia and Southeast Asia,Chicken,Backyard systems,Aggregated,47.5,312983986,14874502070,3959093362,2937536807,7977871901,3959093362,2424198229,2304533630,562724059,,,,513338578,5110614213,,,
East Asia and Southeast Asia,Chicken,Backyard systems,Eggs,48.8,193531400,9449148116,2580047017,1758638174,5110462924,2580047017,1448444632,1516914781,355524434,,,,310193543,3238023709,,,
East Asia and Southeast Asia,Chicken,Backyard systems,Meat,45.4,119452587,5425353954,1379046345,1178898633,2867408977,1379046345,975753597,787618849,207199624,,,,203145035,1872590504,,,
East Asia and Southeast Asia,Chicken,Layers,Aggregated,42.9,4997128629,2.14432E+11,1.49485E+11,4657322492,60289411949,84323597568,,41086008093,12071076343,43015388029,,,4657322492,7132327512,9127462136,348999844,12669362571
East Asia and Southeast Asia,Chicken,Layers,Eggs,39.4,4403357303,1.73651E+11,1.20911E+11,3936133773,48803837702,68112166463,,33070417057,9952035894,34786395764,,,3936133773,5781384751,7147990861,249953585,10614277431
East Asia and Southeast Asia,Chicken,Layers,Meat,68.7,593771326,40780789011,28574026046,721188719,11485574246,16211431106,,8015591036,2119040449,8228992265,,,721188719,1350942761,1979471275,99046260,2055085140
East Asia and Southeast Asia,Chicken,Broilers,Aggregated,47.9,2999120247,1.43781E+11,1.02668E+11,1023272559,40089495545,54304365940,,25378394082,11101873611,25881906569,,,1023272559,3609227852,11674560273,707222657,10099768189
